Feature ID	Taxon
seq864	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq865	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq866	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; none; none
seq867	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium; none
seq868	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pusillimonas; none
seq869	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq870	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerosalibacter; bizertensis
seq871	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq872	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq873	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; Thermomicrobiaceae; Sphaerobacter; none
seq874	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Nonomuraea; none
seq875	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq876	none; none; none; none; none; none; none
seq877	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq878	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq879	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Microtrichaceae; IMCC26207; none
seq880	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq881	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq882	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq883	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq884	Eukaryota; none; none; none; none; none; none
seq885	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq886	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq887	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Tepidimicrobium; none
seq888	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq889	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; none
seq890	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; none; none
seq891	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq892	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas; none
seq893	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq894	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; azurea
seq895	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; elephantis
seq896	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq897	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; albus
seq898	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; none
seq899	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq900	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq901	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq902	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq903	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; limnophilus
seq904	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Thermocrispum; agreste
seq905	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq906	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq907	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Spirosomaceae; Persicitalea; none
seq908	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq909	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; Limnochorda; none
seq910	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq911	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; none
seq912	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq913	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq914	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Thermoactinomyces; none
seq915	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; borstelensis
seq916	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq917	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq918	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq919	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq920	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora; none
seq921	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq922	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq923	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq924	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; none; none
seq925	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq926	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq927	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Hathewaya; none
seq928	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq929	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq930	Bacteria; Firmicutes; Clostridia; Clostridiales; Caldicoprobacteraceae; Caldicoprobacter; none
seq931	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; none
seq932	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; barengoltzii
seq933	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq934	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq935	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq936	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq937	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq938	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq939	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq940	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Laceyella; none
seq941	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq942	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq943	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq944	Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Wohlfahrtiimonadaceae; Ignatzschineria; none
seq945	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Gallicola; none
seq946	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Gracilibacillus; none
seq947	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus; none
seq948	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq949	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella; none
seq950	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia; eburnea
seq951	Eukaryota; none; none; none; none; none; none
seq952	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Atopostipes; none
seq953	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq954	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; none; none; none
seq955	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq956	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq957	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq958	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq959	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; none
seq960	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq961	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq962	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Filomicrobium; none
seq963	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq964	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia/Shigella; none
seq965	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq966	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Pelagibacterium; none
seq967	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina; indica
seq968	Eukaryota; none; none; none; none; none; none
seq969	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Novibacillus; none
seq970	Bacteria; Firmicutes; Clostridia; Clostridiales; Caldicoprobacteraceae; Caldicoprobacter; none
seq971	Bacteria; Firmicutes; Bacilli; Bacillales; Sporolactobacillaceae; Tuberibacillus; none
seq972	Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Wohlfahrtiimonadaceae; Ignatzschineria; none
seq973	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq974	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Bordetella; none
seq975	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq976	Eukaryota; none; none; none; none; none; none
seq977	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; stationis
seq978	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharomonospora; viridis
seq979	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq980	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq981	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq982	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Melghirimyces; none
seq983	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; none; none
seq984	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq985	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; none; none
seq986	Bacteria; Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Wohlfahrtiimonadaceae; Ignatzschineria; none
seq987	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Savagea; none
seq988	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; composti
seq989	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; none; none
seq990	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Vagococcus; none
seq991	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq992	Eukaryota; none; none; none; none; none; none
seq993	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq994	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; none; none
seq995	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Moheibacter; none
seq996	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Bordetella; petrii
seq997	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; none
seq998	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; none
seq999	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1000	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; none
seq1001	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq1002	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Caldibacillus; none
seq1003	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Ureibacillus; none
seq1004	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq1005	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1006	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; caeni
seq1007	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; none; none
seq1008	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1009	Bacteria; Actinobacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Glycomyces; mongolensis
seq1010	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; none
seq1011	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; circulans
seq1012	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq1013	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus; none
seq1014	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; none; none
seq1015	Bacteria; Actinobacteria; Actinobacteria; none; none; none; none
seq1016	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Chelativorans; none
seq1017	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; contaminans
seq1018	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; paraffinivorans
seq1019	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq1020	Bacteria; Gemmatimonadetes; S0134_terrestrial_group; none; none; none; none
seq1021	none; none; none; none; none; none; none
seq1022	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; lentus
seq1023	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Bogoriellaceae; Georgenia; none
seq1024	Eukaryota; none; none; none; none; none; none
seq1025	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Thermobacillus; none
seq1026	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq1027	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq1028	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Phaselicystidaceae; Phaselicystis; none
seq1029	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq1030	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Shimazuella; none
seq1031	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq1032	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura; none
seq1033	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq1034	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; none
seq1035	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq1036	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Savagea; none
seq1037	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1038	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; DSSF69; none
seq1039	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Tumebacillus; none
seq1040	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Savagea; faecisuis
seq1041	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1042	Eukaryota; none; none; none; none; none; none
seq1043	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1044	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq1045	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq1046	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; none
seq1047	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq1048	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Kroppenstedtia; eburnea
seq1049	Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus; acidocaldarius
seq1050	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; none
seq1051	Bacteria; Chloroflexi; OLB14; none; none; none; none
seq1052	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Gallicola; none
seq1053	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; none; none
seq1054	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Shimazuella; none
seq1055	Bacteria; Actinobacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Glycomyces; mongolensis
seq1056	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Filomicrobium; none
seq1057	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Moheibacter; none
seq1058	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Pseudogracilibacillus; none
seq1059	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Pusillimonas; none
seq1060	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; none
seq1061	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq1062	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Thermocrispum; municipale
seq1063	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Nonomuraea; none
seq1064	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; none; none
seq1065	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Fulvimonas; soli
seq1066	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; kondratievae
seq1067	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; DSSF69; none
seq1068	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; none; none
seq1069	Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Shimazuella; none
seq1070	Bacteria; Firmicutes; Limnochordia; Limnochordales; Limnochordaceae; none; none
seq1071	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Dermabacteraceae; Brachybacterium; none
seq1072	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora; none
seq1073	Bacteria; Firmicutes; Bacilli; none; none; none; none
